2019-06-10 13:13:28.582935: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2300000000 Hz
2019-06-10 13:13:28.583182: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2a04680 executing computations on platform Host. Devices:
2019-06-10 13:13:28.583216: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-06-10 13:13:28.752302: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-06-10 13:13:28.752786: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2a03fa0 executing computations on platform CUDA. Devices:
2019-06-10 13:13:28.752816: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla T4, Compute Capability 7.5
2019-06-10 13:13:28.753137: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla T4 major: 7 minor: 5 memoryClockRate(GHz): 1.59
pciBusID: 0000:00:04.0
totalMemory: 14.73GiB freeMemory: 14.60GiB
2019-06-10 13:13:28.753175: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-06-10 13:13:29.193916: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-06-10 13:13:29.193982: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-06-10 13:13:29.193995: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-06-10 13:13:29.194273: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14115 MB memory) -> physical GPU (device: 0, name: Tesla T4, pci bus id: 0000:00:04.0, compute capability: 7.5)
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:65: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:70: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint models/345M/model.ckpt
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100% 1/1 [00:12<00:00, 12.30s/it]
dataset has 2451515 tokens
Training...
2019-06-10 13:14:26.402194: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[1 | 8.74] loss=3.12 avg=3.12
[2696 | 5050.90] loss=2.21 avg=2.19
[2697 | 5052.55] loss=2.29 avg=2.19
[2698 | 5054.18] loss=2.24 avg=2.19
[2699 | 5055.83] loss=2.23 avg=2.19
Generating samples...
======== SAMPLE 1 ========
 I feel better
<|endoftext|>

Watched the new Star Wars
 trailer and it was so dope
WANTED LOST IN LOVE
<|endoftext|>

I'm so tired i'm
 not going to go to class
this Friday lol
<|endoftext|>

A lot of people
 are coming and going I
don't wanna leave y'all
<|endoftext|>

You wanna see a
 person and they look so sweet
but they're sad too ugh
<|endoftext|>

Cindy I need to
 tell her I'm here to support
her and take care of
<|endoftext|>

I haven't read the
 damn thing yet but it really
means more than most
<|endoftext|>

Don't get me off your
 business people who don't have
your best interests in
<|endoftext|>

When they got their man
 it was like it was going
to be a party
<|endoftext|>

And the man's like w
 do u see him I don't have
to see him too much
<|endoftext|>

You gonna regret
 it you ain't seen what I'm going
through right now bro
<|endoftext|>

It's going to be
 a nice day at the beach with
all the sunbeams on
<|endoftext|>

Just because this has
 gone away to another
day does not mean I'm
<|endoftext|>

The reason why my
 hair grew back twice as much
as the other days
<|endoftext|>

That's one of my new
 favorite memes Why is everyone
talking about it
<|endoftext|>

Not a lot of other
 people on monday so I'm
not too busy lol
<|endoftext|>

A woman who had
 a hard time finding someone to
love is really weak
<|endoftext|>

We're gonna have the
 same dreams because I'm so tired
and tired so damn
<|endoftext|>

It's a blessing to
 have someone who understands
how things work and love
<|endoftext|>

I'm gonna go to
 my sister's house tonight so
I can cry her eyes out
<|endoftext|>

A week of playing
 the rest of the weekend is
over I'm bored tho
<|endoftext|>

How can someone call
 out his parents for being so
overpaid i'm pissed
<|endoftext|>

Woke up really hungry
 and I already ate all
my food on the way
<|endoftext|>

i'll never watch the
 next chapter of mister and
josh ever again
<|endoftext|>

It is nice to be
 so close, yet so separated from
everyone I know
<|endoftext|>

Y'all ever met the
 best rapper ever you should
be writing it down
<|endoftext|>

I'm going home to
 make it rain tomorrow and
try to play some football
<|endoftext|>

i'm looking forward
 to getting home to eat and
drink and watch football
<|endoftext|>

I hope everyone
 is having a great weekend
I'm proud and happy
<|endoftext|>

Took off to school this
 evening and had to take a
snack or two today
<|endoftext|>

When I'm depressed I
 think about how everyone
is going out
<|endoftext|>

You are my sunshine
 a wonderful human
a precious one
<|endoftext|>

My cousin really
 wants to go see the movie
the final battle
<|endoftext|>

Someone give me a
 free drink at a movie now
I got no choice lol
<|endoftext|>

I'll never go out
 on a weekend that's just not
right for me at all
<|endoftext|>

the world is changing
 and i have nowhere to go
but up in my eyes
<|endoftext|>

Gimme your phone and
 tell me your real name so we
can talk about it
<|endoftext|>

We don't even know
 what we got until we start
to buy something
<|endoftext|>

My

[2700 | 5079.82] loss=2.15 avg=2.19
[2701 | 5081.45] loss=1.97 avg=2.19
[2702 | 5083.09] loss=2.07 avg=2.19
[2703 | 5084.72] loss=2.33 avg=2.19
[2704 | 5086.34] loss=2.33 avg=2.19
[2705 | 5087.97] loss=2.25 avg=2.19
[2706 | 5089.60] loss=2.13 avg=2.19
[2707 | 5091.22] loss=2.18 avg=2.19
[2708 | 5092.84] loss=2.32 avg=2.19
[2709 | 5094.46] loss=2.05 avg=2.19
[2710 | 5096.09] loss=2.16 avg=2.19
[2711 | 5097.72] loss=2.25 avg=2.19
[2712 | 5099.34] loss=2.26 avg=2.19
[2713 | 5100.97] loss=2.13 avg=2.19
[2714 | 5102.60] loss=2.06 avg=2.19
[2715 | 5104.23] loss=2.10 avg=2.19
[2716 | 5105.85] loss=2.13 avg=2.19
[2717 | 5107.48] loss=2.15 avg=2.19
[2718 | 5109.12] loss=2.04 avg=2.19
[2719 | 5110.75] loss=2.20 avg=2.19
[2720 | 5112.38] loss=2.06 avg=2.19
[2721 | 5114.01] loss=2.25 avg=2.19
[2722 | 5115.65] loss=2.15 avg=2.19
[2723 | 5117.28] loss=2.02 avg=2.18
[2724 | 5118.92] loss=1.99 avg=2.18
[2725 | 5120.56] loss=2.02 avg=2.18
[2726 | 5122.20] loss=1.85 avg=2.18
[2727 | 5123.83] loss=2.27 avg=2.18
[2728 | 5125.48] loss=1.97 avg=2.18
[2729 | 5127.11] loss=2.29 avg=2.18
[2730 | 5128.75] loss=2.06 avg=2.18
[2731 | 5130.39] loss=2.22 avg=2.18
[2732 | 5132.03] loss=2.27 avg=2.18
[2733 | 5133.68] loss=1.94 avg=2.18
[2734 | 5135.32] loss=1.98 avg=2.17
[2735 | 5136.96] loss=2.16 avg=2.17
[2736 | 5138.60] loss=2.35 avg=2.18
[2737 | 5140.25] loss=2.14 avg=2.18
[2738 | 5141.90] loss=2.19 avg=2.18
[2739 | 5143.54] loss=2.23 avg=2.18
[2740 | 5145.19] loss=2.17 avg=2.18
[2741 | 5146.83] loss=2.14 avg=2.18
[2742 | 5148.48] loss=2.32 avg=2.18
[2743 | 5150.12] loss=2.16 avg=2.18
[2744 | 5151.77] loss=2.17 avg=2.18
[2745 | 5153.41] loss=2.20 avg=2.18
[2746 | 5155.06] loss=2.35 avg=2.18
[2747 | 5156.70] loss=2.04 avg=2.18
[2748 | 5158.35] loss=2.09 avg=2.18
[2749 | 5159.99] loss=2.07 avg=2.18
[2750 | 5161.63] loss=2.22 avg=2.18
[2751 | 5163.27] loss=2.18 avg=2.18
[2752 | 5164.92] loss=1.79 avg=2.17
[2753 | 5166.56] loss=2.19 avg=2.17
[2754 | 5168.21] loss=1.92 avg=2.17
[2755 | 5169.85] loss=2.14 avg=2.17
[2756 | 5171.49] loss=2.27 avg=2.17
[2757 | 5173.13] loss=2.18 avg=2.17
[2758 | 5174.77] loss=2.08 avg=2.17
[2759 | 5176.42] loss=1.87 avg=2.17
[2760 | 5178.06] loss=2.41 avg=2.17
[2761 | 5179.70] loss=2.10 avg=2.17
[2762 | 5181.35] loss=2.20 avg=2.17
[2763 | 5182.99] loss=2.54 avg=2.17
[2764 | 5184.63] loss=2.12 avg=2.17
[2765 | 5186.27] loss=2.11 avg=2.17
[2766 | 5187.91] loss=2.43 avg=2.17
[2767 | 5189.55] loss=2.02 avg=2.17
[2768 | 5191.19] loss=2.13 avg=2.17
[2769 | 5192.84] loss=1.98 avg=2.17
[2770 | 5194.48] loss=2.14 avg=2.17
[2771 | 5196.12] loss=2.23 avg=2.17
[2772 | 5197.77] loss=1.98 avg=2.17
[2773 | 5199.40] loss=2.02 avg=2.17
[2774 | 5201.05] loss=2.27 avg=2.17
[2775 | 5202.69] loss=2.15 avg=2.17
[2776 | 5204.33] loss=2.10 avg=2.17
[2777 | 5205.98] loss=2.16 avg=2.17
[2778 | 5207.62] loss=2.30 avg=2.17
[2779 | 5209.26] loss=2.16 avg=2.17
[2780 | 5210.90] loss=1.98 avg=2.17
[2781 | 5212.54] loss=2.18 avg=2.17
[2782 | 5214.18] loss=1.89 avg=2.16
[2783 | 5215.82] loss=2.17 avg=2.16
[2784 | 5217.47] loss=2.26 avg=2.16
[2785 | 5219.12] loss=2.16 avg=2.16
[2786 | 5220.76] loss=2.36 avg=2.17
[2787 | 5222.41] loss=2.11 avg=2.17
[2788 | 5224.05] loss=1.97 avg=2.16
[2789 | 5225.69] loss=2.00 avg=2.16
[2790 | 5227.33] loss=2.11 avg=2.16
[2791 | 5228.97] loss=1.84 avg=2.16
[2792 | 5230.61] loss=2.20 avg=2.16
[2793 | 5232.25] loss=2.11 avg=2.16
[2794 | 5233.89] loss=2.27 avg=2.16
[2795 | 5235.53] loss=2.14 avg=2.16
[2796 | 5237.18] loss=2.14 avg=2.16
[2797 | 5238.82] loss=2.23 avg=2.16
[2798 | 5240.46] loss=2.21 avg=2.16
[2799 | 5242.11] loss=2.38 avg=2.16
Generating samples...
======== SAMPLE 1 ========
oftext|>

My dream isn't to
 sleep until I get a job
so I just wake up
<|endoftext|>

I've never listened
 to a beat this old I miss
the days when u sing
<|endoftext|>

I wish someone who
 would let me have these babies
would help please let me
<|endoftext|>

I don't know about
 you but this is pretty damn
great I wish it would
<|endoftext|>

I just wanna be
 left alone and do nothing
is that too much
<|endoftext|>

I can never be
 my favorite thing but I'm
always doing that
<|endoftext|>

I'm never gonna
 forget that day the best
of our relationship
<|endoftext|>

I want some meat I
 want it fast and I want it
fresher and better
<|endoftext|>

My best friends are the
 only things that I can use
to hold me over
<|endoftext|>

i'm really not into
 anything like this anymore
its just too much lol
<|endoftext|>

I've never been as
 lazy to do something like
as someone as dumb
<|endoftext|>

It's very important
 to always show who you are
and what you want n
<|endoftext|>

I love how easily
 a stupid question can go
a thousand directions
<|endoftext|>

I have an appointment
 to go to the dentist this
Monday I'll let you
<|endoftext|>

You really do have
 nothing to worry about if
you've been following
<|endoftext|>

I'm so glad I have
 more than just my brother I
would've lost everything
<|endoftext|>

I really need to
 get the new album ready
so I can buy it
<|endoftext|>

I'm going to make
 my birthday plans and I'm very
happy about that
<|endoftext|>

I'm so sorry to
 anyone that has been at
this same loss for awhile
<|endoftext|>

It's like I'm too big
 and too strong for the things I
want to do with myself
<|endoftext|>

I think it just is
 that I know I'm not going to
be able to fix it
<|endoftext|>

If u gotta be
 with me in the night I'll not see
U till u wake up
<|endoftext|>

I'm not even gonna
 bother talking on the phone
I just want to text
<|endoftext|>

I'm not sure who did
 it but somebody on Twitter
did it really well
<|endoftext|>

That's the whole plan and
 I'm not even surprised it
isn't working out
<|endoftext|>

A friend in the office
 has no friends he has no friends
so my plan is wrong
<|endoftext|>

this is fucking stupid
 i just wanna get high as
an adult and sleep
<|endoftext|>

I just found out that
 my baby is being raised
in christmas I'm scared
<|endoftext|>

i gotta figure
 shit out on my phone first or
i will be in jail
<|endoftext|>

I was supposed to
 get my nails done next Wednesday
and now I don't feel
<|endoftext|>

No matter who I
 am or what I put my mind
to I can't be like
<|endoftext|>

My heart is not the
 kind of heart that's willing and
able to stand on ends
<|endoftext|>

I really have this
 hard time with not asking for
anything in return
<|endoftext|>

i'm so nervous for
 the new album cause im not
all that sure about this
<|endoftext|>

I hate my boyfriend
 So I hate my self Oh God
I'm so sad tonight
<|endoftext|>

I'll be taking the
 bus to the train station at
the crack of dawn today
<|endoftext|>

Do not be so quick to
 say that you are ready for
something to be done
<|endoftext|>

When it comes to a
 friend

[2800 | 5265.54] loss=2.05 avg=2.16
[2801 | 5267.18] loss=2.26 avg=2.16
[2802 | 5268.82] loss=2.11 avg=2.16
[2803 | 5270.45] loss=2.27 avg=2.16
[2804 | 5272.09] loss=2.17 avg=2.16
[2805 | 5273.72] loss=2.28 avg=2.16
[2806 | 5275.35] loss=2.09 avg=2.16
[2807 | 5276.98] loss=2.31 avg=2.17
[2808 | 5278.61] loss=2.68 avg=2.17
[2809 | 5280.23] loss=1.98 avg=2.17
[2810 | 5281.86] loss=2.15 avg=2.17
[2811 | 5283.49] loss=2.27 avg=2.17
[2812 | 5285.12] loss=2.03 avg=2.17
[2813 | 5286.74] loss=2.19 avg=2.17
[2814 | 5288.37] loss=2.11 avg=2.17
[2815 | 5290.00] loss=2.14 avg=2.17
[2816 | 5291.64] loss=2.29 avg=2.17
[2817 | 5293.27] loss=2.10 avg=2.17
[2818 | 5294.90] loss=1.92 avg=2.17
[2819 | 5296.53] loss=2.13 avg=2.16
[2820 | 5298.16] loss=2.01 avg=2.16
[2821 | 5299.79] loss=2.21 avg=2.16
[2822 | 5301.42] loss=2.26 avg=2.16
[2823 | 5303.06] loss=2.02 avg=2.16
[2824 | 5304.69] loss=2.26 avg=2.16
[2825 | 5306.33] loss=1.99 avg=2.16
[2826 | 5307.96] loss=2.25 avg=2.16
[2827 | 5309.60] loss=2.19 avg=2.16
[2828 | 5311.24] loss=2.28 avg=2.16
[2829 | 5312.88] loss=2.09 avg=2.16
[2830 | 5314.51] loss=2.02 avg=2.16
[2831 | 5316.15] loss=2.01 avg=2.16
[2832 | 5317.79] loss=2.30 avg=2.16
[2833 | 5319.43] loss=2.25 avg=2.16
[2834 | 5321.07] loss=2.29 avg=2.16
[2835 | 5322.71] loss=2.39 avg=2.17
[2836 | 5324.34] loss=2.25 avg=2.17
[2837 | 5325.98] loss=2.07 avg=2.17
[2838 | 5327.62] loss=2.20 avg=2.17
[2839 | 5329.26] loss=2.36 avg=2.17
[2840 | 5330.90] loss=2.07 avg=2.17
[2841 | 5332.54] loss=2.30 avg=2.17
[2842 | 5334.18] loss=2.63 avg=2.17
[2843 | 5335.82] loss=1.86 avg=2.17
[2844 | 5337.47] loss=2.17 avg=2.17
[2845 | 5339.11] loss=1.99 avg=2.17
[2846 | 5340.75] loss=2.33 avg=2.17
[2847 | 5342.39] loss=2.22 avg=2.17
[2848 | 5344.04] loss=2.21 avg=2.17
[2849 | 5345.69] loss=2.30 avg=2.17
[2850 | 5347.33] loss=2.23 avg=2.17
[2851 | 5348.97] loss=2.03 avg=2.17
[2852 | 5350.61] loss=2.12 avg=2.17
[2853 | 5352.26] loss=2.35 avg=2.17
[2854 | 5353.90] loss=2.12 avg=2.17
[2855 | 5355.55] loss=2.16 avg=2.17
[2856 | 5357.20] loss=2.07 avg=2.17
[2857 | 5358.84] loss=2.24 avg=2.17
[2858 | 5360.49] loss=2.20 avg=2.17
[2859 | 5362.14] loss=2.10 avg=2.17
[2860 | 5363.78] loss=2.12 avg=2.17
[2861 | 5365.43] loss=2.21 avg=2.17
[2862 | 5367.08] loss=2.08 avg=2.17
[2863 | 5368.72] loss=2.30 avg=2.17
[2864 | 5370.37] loss=2.04 avg=2.17
[2865 | 5372.02] loss=2.02 avg=2.17
[2866 | 5373.66] loss=1.83 avg=2.17
[2867 | 5375.31] loss=2.29 avg=2.17
[2868 | 5376.95] loss=2.28 avg=2.17
[2869 | 5378.59] loss=2.17 avg=2.17
[2870 | 5380.23] loss=2.19 avg=2.17
[2871 | 5381.88] loss=2.15 avg=2.17
[2872 | 5383.53] loss=2.27 avg=2.17
[2873 | 5385.18] loss=2.24 avg=2.17
[2874 | 5386.83] loss=2.22 avg=2.17
[2875 | 5388.48] loss=2.20 avg=2.17
[2876 | 5390.13] loss=2.35 avg=2.17
[2877 | 5391.77] loss=2.24 avg=2.17
[2878 | 5393.42] loss=2.14 avg=2.17
[2879 | 5395.06] loss=2.16 avg=2.17
[2880 | 5396.72] loss=2.18 avg=2.17
[2881 | 5398.36] loss=2.30 avg=2.17
[2882 | 5400.00] loss=2.27 avg=2.18
[2883 | 5401.65] loss=2.29 avg=2.18
[2884 | 5403.30] loss=2.17 avg=2.18
[2885 | 5404.94] loss=1.97 avg=2.17
[2886 | 5406.59] loss=1.88 avg=2.17
[2887 | 5408.24] loss=2.34 avg=2.17
[2888 | 5409.88] loss=2.00 avg=2.17
[2889 | 5411.53] loss=2.15 avg=2.17
[2890 | 5413.17] loss=2.24 avg=2.17
[2891 | 5414.81] loss=2.23 avg=2.17
[2892 | 5416.46] loss=2.25 avg=2.17
[2893 | 5418.10] loss=2.07 avg=2.17
[2894 | 5419.75] loss=2.30 avg=2.17
[2895 | 5421.39] loss=2.10 avg=2.17
[2896 | 5423.03] loss=2.33 avg=2.17
[2897 | 5424.68] loss=2.23 avg=2.17
[2898 | 5426.33] loss=2.03 avg=2.17
[2899 | 5427.97] loss=2.22 avg=2.17
Generating samples...
======== SAMPLE 1 ========
|endoftext|>

And I'm ready to
 go to sleep That's all the
weirdness I need to
<|endoftext|>

That's what I love about
 everything i love that feeling
but that never leaves
<|endoftext|>

Dumbest woman on
 the planet I say bye bye
and move on that bitch
<|endoftext|>

I wanna get married
 today but I have to go
to church today too
<|endoftext|>

Sometimes it's just a
 thing not to do the other
things that come around
<|endoftext|>

Just waiting to be
 home for the first time with my
family so I can
<|endoftext|>

This is the kind that
 has your stomach so turned on
it just needs to be
<|endoftext|>

The only person
 I worry about in my
life is my grandma
<|endoftext|>

I really hate the
 little white blighters that come
with your coffee M
<|endoftext|>

When someone thinks they
 love you they will always have
that person in their
<|endoftext|>

Why do some guys get
 so mad when girls say they want
to have kids No way
<|endoftext|>

There are few things I feel
 better than when my friend says
he likes me on Twitter
<|endoftext|>

My birthday is in
 a few days and I got some
new toys for it
<|endoftext|>

You are nothing but
 a stupid bitch who cannot
walk away from it
<|endoftext|>

What happened to those
 people who loved you before
that it was all over
<|endoftext|>

Can I ever get
 married to an artist
on the same level
<|endoftext|>

It really fucking
 hurt when you get that feeling
in your throat when you
<|endoftext|>

I've lived a dream life
 but I'll miss all the people
that are gonna love
<|endoftext|>

I was going through
 the motions of eating and
making breakfast but
<|endoftext|>

Never thought I'd be
 able to feel anything
of the kind this time
<|endoftext|>

I can only give
 this shit up so I can get
it done right away
<|endoftext|>

I'm going to be
 spending most of the day at a
super store with my
<|endoftext|>

So the people who
 hate me cause I give them my
last few words or don't
<|endoftext|>

WILLIAMSON AND HUBBARD
 FOUND THE TEXAS LAB ON STAGE
WHILE BANNING BILL SAGEN
<|endoftext|>

I really just can't
 wait for the summer so I
can do all my schoolwork
<|endoftext|>

I should've known I'd
 be falling in love with the
muse that same day LOL
<|endoftext|>

This is the worst case
 scenario for my school
the only ones who don't
<|endoftext|>

My biggest fear is
 that someone might think u don't
mean what u say LOL
<|endoftext|>

Just finished watching
 Red Dawn and it was my
stop in a while lol
<|endoftext|>

I would never let
 them take away your right
to protest peacefully
<|endoftext|>

I just realized
 everyone on here is dead
I want to move on
<|endoftext|>

I wish I could sit
 down and just make dinner for
myself for the week
<|endoftext|>

Why don't y'all ever
 just have an honest conversation
about things I hate
<|endoftext|>

I have so many
 good friends I wish they all could
join a band now lol
<|endoftext|>

My heart is really
 beating so fast I feel like
I'm about to fall
<|endoftext|>

I really only
 come home to this house for two
days a week at least
<|endoftext|>

I would have never
 thought I got my hair cut by
you in the first place
<|endoftext|>



[2900 | 5451.56] loss=2.17 avg=2.17
[2901 | 5453.19] loss=2.15 avg=2.17
[2902 | 5454.82] loss=2.13 avg=2.17
[2903 | 5456.45] loss=2.12 avg=2.17
[2904 | 5458.08] loss=2.27 avg=2.17
[2905 | 5459.71] loss=2.35 avg=2.18
[2906 | 5461.34] loss=2.18 avg=2.18
[2907 | 5462.97] loss=2.23 avg=2.18
[2908 | 5464.60] loss=2.31 avg=2.18
[2909 | 5466.23] loss=2.25 avg=2.18
[2910 | 5467.86] loss=2.18 avg=2.18
[2911 | 5469.48] loss=2.29 avg=2.18
[2912 | 5471.11] loss=1.85 avg=2.18
[2913 | 5472.74] loss=2.31 avg=2.18
[2914 | 5474.37] loss=2.05 avg=2.18
[2915 | 5476.01] loss=1.97 avg=2.17
[2916 | 5477.64] loss=2.27 avg=2.17
[2917 | 5479.27] loss=2.27 avg=2.18
[2918 | 5480.90] loss=2.17 avg=2.18
[2919 | 5482.54] loss=1.96 avg=2.17
[2920 | 5484.18] loss=1.98 avg=2.17
[2921 | 5485.82] loss=2.34 avg=2.17
[2922 | 5487.45] loss=2.04 avg=2.17
[2923 | 5489.09] loss=2.17 avg=2.17
[2924 | 5490.73] loss=2.31 avg=2.17
[2925 | 5492.37] loss=2.13 avg=2.17
[2926 | 5494.01] loss=1.97 avg=2.17
[2927 | 5495.65] loss=2.18 avg=2.17
[2928 | 5497.29] loss=2.13 avg=2.17
[2929 | 5498.92] loss=2.18 avg=2.17
[2930 | 5500.57] loss=2.15 avg=2.17
[2931 | 5502.21] loss=2.22 avg=2.17
[2932 | 5503.84] loss=2.16 avg=2.17
[2933 | 5505.49] loss=2.09 avg=2.17
[2934 | 5507.13] loss=2.11 avg=2.17
[2935 | 5508.78] loss=2.18 avg=2.17
[2936 | 5510.42] loss=2.12 avg=2.17
[2937 | 5512.07] loss=2.13 avg=2.17
[2938 | 5513.71] loss=2.34 avg=2.17
[2939 | 5515.35] loss=1.98 avg=2.17
[2940 | 5517.00] loss=2.04 avg=2.17
[2941 | 5518.64] loss=2.18 avg=2.17
[2942 | 5520.29] loss=2.29 avg=2.17
[2943 | 5521.94] loss=2.05 avg=2.17
[2944 | 5523.58] loss=2.12 avg=2.17
[2945 | 5525.22] loss=1.97 avg=2.16
[2946 | 5526.88] loss=2.08 avg=2.16
[2947 | 5528.52] loss=2.15 avg=2.16
[2948 | 5530.16] loss=2.14 avg=2.16
[2949 | 5531.81] loss=2.00 avg=2.16
[2950 | 5533.46] loss=1.92 avg=2.16
[2951 | 5535.11] loss=2.09 avg=2.16
[2952 | 5536.75] loss=2.05 avg=2.16
[2953 | 5538.40] loss=2.15 avg=2.16
[2954 | 5540.04] loss=1.77 avg=2.15
[2955 | 5541.68] loss=2.05 avg=2.15
[2956 | 5543.33] loss=2.10 avg=2.15
[2957 | 5544.97] loss=2.31 avg=2.15
[2958 | 5546.62] loss=2.13 avg=2.15
[2959 | 5548.26] loss=2.27 avg=2.15
[2960 | 5549.90] loss=2.00 avg=2.15
[2961 | 5551.54] loss=2.21 avg=2.15
[2962 | 5553.18] loss=1.87 avg=2.15
[2963 | 5554.82] loss=1.90 avg=2.15
[2964 | 5556.47] loss=2.31 avg=2.15
[2965 | 5558.11] loss=2.13 avg=2.15
[2966 | 5559.75] loss=2.10 avg=2.15
[2967 | 5561.39] loss=2.11 avg=2.15
[2968 | 5563.03] loss=1.92 avg=2.15
[2969 | 5564.67] loss=2.16 avg=2.15
[2970 | 5566.31] loss=2.22 avg=2.15
[2971 | 5567.94] loss=1.97 avg=2.15
[2972 | 5569.58] loss=2.20 avg=2.15
[2973 | 5571.22] loss=1.94 avg=2.14
[2974 | 5572.85] loss=2.00 avg=2.14
[2975 | 5574.49] loss=2.25 avg=2.14
[2976 | 5576.13] loss=2.06 avg=2.14
[2977 | 5577.77] loss=2.22 avg=2.14
[2978 | 5579.41] loss=2.24 avg=2.14
[2979 | 5581.05] loss=2.14 avg=2.14
[2980 | 5582.69] loss=2.25 avg=2.15
[2981 | 5584.32] loss=2.18 avg=2.15
[2982 | 5585.96] loss=2.05 avg=2.15
[2983 | 5587.60] loss=2.39 avg=2.15
[2984 | 5589.24] loss=2.20 avg=2.15
[2985 | 5590.87] loss=2.26 avg=2.15
[2986 | 5592.51] loss=1.90 avg=2.15
[2987 | 5594.15] loss=2.16 avg=2.15
[2988 | 5595.79] loss=2.17 avg=2.15
[2989 | 5597.43] loss=2.20 avg=2.15
[2990 | 5599.06] loss=2.05 avg=2.15
[2991 | 5600.70] loss=2.40 avg=2.15
[2992 | 5602.34] loss=2.02 avg=2.15
[2993 | 5603.97] loss=2.10 avg=2.15
[2994 | 5605.61] loss=2.26 avg=2.15
[2995 | 5607.26] loss=2.06 avg=2.15
[2996 | 5608.90] loss=2.14 avg=2.15
[2997 | 5610.53] loss=2.18 avg=2.15
[2998 | 5612.17] loss=2.15 avg=2.15
[2999 | 5613.81] loss=2.17 avg=2.15
Saving checkpoint/run1/model-3000
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/training/saver.py:966: remove_checkpoint (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to delete files with this prefix.
Generating samples...
======== SAMPLE 1 ========
 not
have enough space for that
<|endoftext|>

my brother and i
 are the sexiest I can
say that because he loves
<|endoftext|>

When you have one love
 and you make another love
your life will be so
<|endoftext|>

I'm so close to
 my brother I miss him so
much he's the only
<|endoftext|>

Just because you don't
 feel things doesn't mean you
have the whole truth
<|endoftext|>

It is illegal
 for you to make someone feel
disrespected lol I
<|endoftext|>

my heart is so broken
 i almost broke the seal but
its so much better
<|endoftext|>

you wanna have them
 but I don't wanna have you
unless you feel the same
<|endoftext|>

Can somebody help
 me with a question that's on
my mind I'm scared shit
<|endoftext|>

What did you mean to
 ask my husband for a job
applying on my phone
<|endoftext|>

I'm so jealous of
 all the people who come in
and help out other girls
<|endoftext|>

my brother used to
 be such a sweet dude He
used to give me a
<|endoftext|>

It's been a while since
 I last watched A Hologram
for the Memories
<|endoftext|>

I hate to see you
 get kicked out of my life but
it's your own damn fault
<|endoftext|>

My brother just told
 me that he's going to marry
someone I think that
<|endoftext|>

I've never been more
 bummed off in my life than
this right now Fuck this
<|endoftext|>

Gonna be my last
 day and I don't want that to
waste it on a drink
<|endoftext|>

If you're looking for
